date,time,lon,lat,elon,elat,HP-Tx,HP-Ty,Cons-Type
2021-11-15,18:00:00,346.567,-26.33291535438917,3.189341305195452,1.7475297387568705,-620.6700216869358,-460.45206690052385,Median
2021-11-16,00:00:00,345.1007182,-26.0410707709445,2.842685936921481,1.8509686476415574,-602.4169950073119,-456.78719758859785,Median
2021-11-16,06:00:00,343.96943249248,-25.838637246077198,2.469065629685101,1.9123286331785199,-579.16386128054,-454.56817680006145,Median
2021-11-16,12:00:00,343.0635,-25.4308696322731,2.1689926665543537,1.9569027404266284,-553.2605972364545,-449.29578419025387,Median
2021-11-16,18:00:00,342.29566798263176,-25.03528632617587,2.078792508621581,1.9723456332027602,-524.4051591318566,-444.1659662912541,Median
2021-11-17,00:00:00,341.6862833,-24.71924456,2.1547184528283245,1.9444873040871853,-491.9451435045339,-440.19550003669957,Median
2021-11-17,06:00:00,341.204,-24.4266058099244,2.324140554389336,1.9231797573408007,-456.4308400989976,-436.51466104302,Median
2021-11-17,12:00:00,340.77610586428017,-24.1473,2.480962858225047,1.8881241044398136,-418.82794587593526,-432.93459774669105,Median
2021-11-17,18:00:00,340.4954545577571,-23.8684532247565,2.630489650949821,1.8681719364181315,-377.90712101827376,-429.2828588884076,Median
2021-11-18,00:00:00,340.189368570615,-23.7387712964655,2.723421328727164,1.855902380993723,-335.71316361706704,-427.7675499502889,Median
2021-11-18,06:00:00,339.9916072668635,-23.716979667462,2.744372556194896,1.847833488259676,-290.66666781227104,-427.80052155037185,Median
2021-11-18,12:00:00,339.940686317648,-23.721139529446678,2.7401163458999354,1.8507121258531274,-242.49250765750185,-428.12886007186876,Median
2021-11-18,18:00:00,339.95508567333536,-23.8331603598519,2.674935043806565,1.8727984911975497,-192.37593408953398,-429.9742245010626,Median
2021-11-19,00:00:00,340.08306473067034,-24.127850000000002,2.560591161952994,1.8837610928412356,-139.74739540647715,-434.470487874875,Median
2021-11-19,06:00:00,340.38201518815197,-24.435054520831066,2.452737983548896,1.9182075579475752,-84.20305810775608,-439.0111185645094,Median
2021-11-19,12:00:00,341.81129298161557,-23.90239079832609,5.121557168350518,5.495525688160595,-11.20083235646598,-430.6435082560558,Kent(MLE)
2021-11-19,18:00:00,344.57294947604106,-24.73843542841329,37.826560036163215,6.267218518761375,82.3468873479248,-442.7510665241244,Kent(MLE)
2021-11-20,00:00:00,350.9488486646699,-26.309042286946212,147.30166285460385,7.94080041766962,226.2507921036526,-464.8504466620693,Kent(MLE)
2021-11-20,06:00:00,1.7281540589924729,-28.35040374465789,162.4724982830528,9.45169595921163,416.76053813635355,-491.37410389271264,Kent(MLE)
2021-11-20,12:00:00,16.46668326972381,-29.743752805773703,144.51190227072803,7.9562556260854675,619.3306440306372,-504.63097070166015,Kent(MLE)
2021-11-20,18:00:00,33.410032332332726,-28.505848503070528,88.64141986343392,8.824416261697834,788.6136424628711,-476.1501965610834,Kent(MLE)
2021-11-21,00:00:00,49.303981415147156,-27.348008443585606,29.722285846235508,9.520624668531221,861.0053141293819,-447.74662041433197,Kent(MLE)
2021-11-21,06:00:00,63.63329288204324,-27.097354955310855,22.788137866120874,8.002648841265051,nan,nan,Kent(MLE)
2021-11-21,12:00:00,77.65940324190328,-27.095672015384626,23.78110951289542,8.314960966502515,nan,nan,Kent(MLE)
2021-11-21,18:00:00,92.40233393801482,-25.488340304875546,17.50182604457214,9.497576944262068,nan,nan,Kent(MLE)
