date,date,time,Tx(GONG),Ty(GONG),Tx(HMI),Ty(HMI),lon(GONG),lat(GONG),elon(GONG),elat(GONG),lon(HMI),lat(HMI),elon(HMI),elat(HMI)
2020-01-14,2020-01-14,00:00:00,-515.2951522477,828.699882909,-785.1619699644,-360.0096776225,190.0007848599,56.0528629185,10,10,198.913829617,-23.6825860454,10,10
2020-01-15,2020-01-15,00:00:00,-491.1849748809,828.0090554647,-690.440733193,-401.8541651423,182.6907780914,55.9959550539,10,10,194.5821228012,-26.9198621416,10,10
2020-01-16,2020-01-16,00:00:00,-503.4543710111,829.4590931379,-537.3885118735,-544.0909981696,162.8770749241,56.8399541637,10,10,189.9728038729,-37.0657362789,10,10
2020-01-17,2020-01-17,00:00:00,-545.8277658138,780.8748859496,-506.6192746942,-639.1423239869,158.2878125092,50.82013233,10,10,174.7421787364,-43.7939880499,10,10
2020-01-18,2020-01-18,00:00:00,-706.1649237874,615.4036008178,-536.2305486379,-677.780649718,142.0807042821,37.1034185953,10,10,154.4902153407,-46.5863730518,10,10
2020-01-19,2020-01-19,00:00:00,-646.2482317809,606.9513160223,-362.886402946,-835.9457723255,139.3832399368,35.6403544725,10,10,141.9931549664,-61.8629985462,10,10
2020-01-20,2020-01-20,00:00:00,-477.260122407,796.3887282095,-539.0398022339,-754.2207785363,128.9870432966,51.5542263854,10,10,116.3602195479,-52.4965674482,10,10
2020-01-21,2020-01-21,00:00:00,-531.4170745662,730.2236401621,-561.0326063442,-680.036728114,117.886790637,44.7941284153,10,10,111.1640501561,-46.7122555224,10,10
2020-01-22,2020-01-22,00:00:00,-408.4273852294,760.1931774388,-394.9661477217,-801.8335944306,116.6207902767,46.9640724397,10,10,103.8635599506,-58.4554309768,10,10
2020-01-23,2020-01-23,00:00:00,-268.3196014005,873.6357410777,-330.4446170365,-825.1096333219,109.5446790562,58.5452890764,10,10,96.453689389,-61.3266036359,10,10
2020-01-24,2020-01-24,00:00:00,-243.1577847281,907.6587526269,-355.1325222861,-823.5284089412,93.709527841,63.8139157619,10,10,80.6031762859,-60.6284108448,10,10
2020-01-25,2020-01-25,00:00:00,-295.8468144983,-831.3717789769,-348.6743943978,-802.0996384471,73.9269606128,-0.5092937291,10,10,71.2660259796,-58.9437592036,10,10
2020-01-26,2020-01-26,00:00:00,-295.8468144983,-831.3717789769,-279.3908274763,-787.2544267274,60.5525977323,-62.5863044741,10,10,68.81181879,-58.2446354911,10,10
2020-01-27,2020-01-27,00:00:00,-211.0041951616,-825.2904735389,-174.8118432444,-781.5722656681,60.4379041467,-62.6528335801,10,10,68.5265186995,-58.3858285737,10,10
2020-01-28,2020-01-28,00:00:00,-83.2361542457,-819.6532470788,-34.8491067493,-787.0594517186,64.9134325083,-62.0306356679,10,10,71.3371383903,-59.0995272032,10,10
2020-01-29,2020-01-29,00:00:00,70.944977057,-830.8374956685,196.3218520247,-806.2813201749,71.46268921,-63.4985251913,10,10,86.1793681886,-60.5799010307,10,10
2020-01-30,2020-01-30,00:00:00,628.0634715591,729.5487812848,415.0186060132,-795.8795191745,116.1908831686,46.0401927845,10,10,102.3412662131,-58.1187647323,10,10
2020-01-31,2020-01-31,00:00:00,722.5511562656,662.9589706091,641.5548946172,-705.6014919152,116.8226977321,41.8267825965,10,10,111.9400649045,-47.6805246407,10,10
2020-02-01,2020-02-01,00:00:00,nan,nan,628.513416194,-748.6992829847,123.0171980713,49.8267598265,10,10,114.6854017299,-50.035395813,10,10
2020-02-02,2020-02-02,00:00:00,nan,nan,nan,nan,128.0381225135,51.6275299591,10,10,116.1547217534,-51.7110588724,10,10
2020-02-03,2020-02-03,00:00:00,nan,nan,nan,nan,126.6581845004,51.9510864123,10,10,115.1212375261,-50.4884533539,10,10
2020-02-04,2020-02-04,00:00:00,nan,nan,nan,nan,118.8446680193,47.1970229172,10,10,112.6591031298,-47.5869658878,10,10
2020-02-05,2020-02-05,00:00:00,nan,nan,nan,nan,117.8141545463,43.9290737094,10,10,111.3812153843,-47.0031361805,10,10
2020-02-06,2020-02-06,00:00:00,nan,nan,nan,nan,116.9673423305,45.2559592653,10,10,111.6714596194,-47.8190046325,10,10
2020-02-07,2020-02-07,00:00:00,nan,nan,nan,nan,117.6352474914,53.2899508797,10,10,101.6529375757,-57.8452014134,10,10
2020-02-08,2020-02-08,00:00:00,nan,nan,nan,nan,107.1416757766,59.8146026321,10,10,90.7366277597,-60.8702822851,10,10
2020-02-09,2020-02-09,00:00:00,nan,nan,nan,nan,91.0029765246,63.35170561,10,10,74.9697587642,-61.1324462782,10,10
2020-02-10,2020-02-10,00:00:00,nan,nan,nan,nan,69.3270980148,0.1913257624,10,10,69.71179935,0.6317973749,10,10
2020-02-11,2020-02-11,00:00:00,nan,nan,nan,nan,47.9773157222,-62.1278163912,10,10,45.2932778674,57.4032202268,10,10
2020-02-12,2020-02-12,00:00:00,nan,nan,nan,nan,34.3920490892,-60.3220291171,10,10,36.2402611631,54.958808172,10,10
2020-02-13,2020-02-13,00:00:00,nan,nan,nan,nan,21.7840513289,-55.8764796507,10,10,31.5749760647,41.5339810975,10,10
2020-02-14,2020-02-14,00:00:00,nan,nan,nan,nan,0.3213582647,-32.728907087,10,10,18.5086310078,26.6469303624,10,10
2020-02-15,2020-02-15,00:00:00,nan,nan,nan,nan,1.1130332745,-29.3053514754,10,10,17.7275585022,26.4244994383,10,10
2020-02-16,2020-02-16,00:00:00,nan,nan,nan,nan,358.3497664663,-29.4763895567,10,10,4.4916790678,54.4753450805,10,10
2020-02-17,2020-02-17,00:00:00,nan,nan,nan,nan,352.2924229667,-31.0420975275,10,10,354.3059862495,55.5625830725,10,10
2020-02-18,2020-02-18,00:00:00,nan,nan,nan,nan,349.0063212509,-31.0866255041,10,10,331.4332470928,57.7719111348,10,10
2020-02-19,2020-02-19,00:00:00,nan,nan,nan,nan,346.6200679693,-30.2936982831,10,10,314.1027091458,48.0296394416,10,10
2020-02-20,2020-02-20,00:00:00,nan,nan,nan,nan,345.9804235053,-31.4572578224,10,10,303.1645751627,29.1880365669,10,10
2020-02-21,2020-02-21,00:00:00,nan,nan,nan,nan,309.6045558998,-49.2794871521,10,10,299.1450572342,25.8801632415,10,10
2020-02-22,2020-02-22,00:00:00,nan,nan,nan,nan,302.784211388,-50.2050366202,10,10,293.6115531433,23.0385151547,10,10
2020-02-23,2020-02-23,00:00:00,nan,nan,nan,nan,287.5971713818,-49.9355071781,10,10,287.9845364894,21.6693501761,10,10
2020-02-24,2020-02-24,00:00:00,nan,nan,nan,nan,281.5975819706,-47.8071039952,10,10,282.0741527198,24.3735857973,10,10
2020-02-25,2020-02-25,00:00:00,nan,nan,nan,nan,275.029508844,-55.6049059943,10,10,274.1303382433,28.5810489125,10,10
2020-02-26,2020-02-26,00:00:00,nan,nan,nan,nan,256.7606429128,-61.4168900108,10,10,267.2425862616,41.3953289333,10,10
2020-02-27,2020-02-27,00:00:00,nan,nan,nan,nan,225.8890288188,-57.5580394399,10,10,257.1834611046,52.9642676834,10,10
