date,date,time,Tx(GONG),Ty(GONG),Tx(HMI),Ty(HMI),lon(GONG),lat(GONG),elon(GONG),elat(GONG),lon(HMI),lat(HMI),elon(HMI),elat(HMI)
2020-01-12,2020-01-12,00:00:00,-861.8500279237049,-385.31079395399246,-850.8885888985823,-384.1057901443204,210.48698949035304,-24.33488635044932,10.0,10.0,213.8679461060101,-24.37769852117273,10.0,10.0
2020-01-13,2020-01-13,00:00:00,-817.5786980835255,-391.1728370002671,-816.2665389492176,-346.2237170197738,206.19937945173862,-25.176514726845994,10.0,10.0,209.0099848066501,-22.522326780185534,10.0,10.0
2020-01-14,2020-01-14,00:00:00,-770.4714566075708,-405.1427312603311,-785.1619699643926,-360.0096776225177,197.8642863301904,-26.607185260083092,10.0,10.0,198.91382961701942,-23.68258604544971,10.0,10.0
2020-01-15,2020-01-15,00:00:00,-2156.809236502042,185.51929325105166,-690.4407331929542,-401.85416514230667,185.71348801621608,2.1181733159865064,10.0,10.0,194.5821228011993,-26.919862141611873,10.0,10.0
2020-01-16,2020-01-16,00:00:00,-368.35105340136215,878.1709731334016,-537.3885118735489,-544.0909981695836,181.0983113495537,61.488686015661976,10.0,10.0,189.97280387285724,-37.065736278879974,10.0,10.0
2020-01-17,2020-01-17,00:00:00,-379.1775097062346,886.7067686213861,-506.61927469423966,-639.1423239869401,163.77544018308987,62.341983034839394,10.0,10.0,174.74217873642587,-43.793988049904115,10.0,10.0
2020-01-18,2020-01-18,00:00:00,-362.2139524181839,898.3764247933884,-536.2305486379191,-677.7806497179757,147.45700824555612,64.56215354356179,10.0,10.0,154.49021534066512,-46.5863730518325,10.0,10.0
2020-01-19,2020-01-19,00:00:00,-417.90570609318087,878.7103205308864,-362.8864029459655,-835.9457723254598,126.4470207908127,62.42435499297756,10.0,10.0,141.99315496636603,-61.86299854616474,10.0,10.0
2020-01-20,2020-01-20,00:00:00,-425.12233216571616,874.4021191367868,-539.0398022339214,-754.2207785362782,112.38905215391014,62.05854637340715,10.0,10.0,116.36021954787421,-52.4965674481884,10.0,10.0
2020-01-21,2020-01-21,00:00:00,-450.2365500908345,853.576395544148,-561.0326063442044,-680.0367281140287,104.68377470511308,58.81375510679034,10.0,10.0,111.16405015608976,-46.712255522399616,10.0,10.0
2020-01-22,2020-01-22,00:00:00,-442.00893051200546,864.5768608907599,-394.96614772174513,-801.8335944305818,89.69852235348009,60.04968689335365,10.0,10.0,103.86355995059576,-58.455430976809645,10.0,10.0
2020-01-23,2020-01-23,00:00:00,-551.1490092927124,779.2174195291393,-330.4446170364972,-825.1096333219452,77.67624120605868,50.869291526450475,10.0,10.0,96.4536893890041,-61.3266036359068,10.0,10.0
2020-01-24,2020-01-24,00:00:00,-609.9965513346251,567.7323944793272,-355.13252228614874,-823.5284089412421,80.61180871075095,31.980616214295804,10.0,10.0,80.60317628586057,-60.628410844818156,10.0,10.0
2020-01-25,2020-01-25,00:00:00,-499.64146396773873,709.6555358412593,-348.6743943977636,-802.0996384471454,71.53772443773288,42.26478221915917,10.0,10.0,71.26602597957006,-58.943759203647396,10.0,10.0
2020-01-26,2020-01-26,00:00:00,-323.1855647470802,777.0001515083571,-279.3908274762798,-787.2544267274465,72.31699392000434,47.69658472978248,10.0,10.0,68.8118187900168,-58.244635491113996,10.0,10.0
2020-01-27,2020-01-27,00:00:00,-190.39290246739984,777.6611487738913,-174.8118432443589,-781.5722656680542,71.75688070858472,47.382582610245144,10.0,10.0,68.52651869953715,-58.38582857370947,10.0,10.0
2020-01-28,2020-01-28,00:00:00,80.18635977042617,585.1127835777482,-34.849106749286875,-787.0594517185643,80.8025963662962,31.101334434475604,10.0,10.0,71.33713839033467,-59.09952720315625,10.0,10.0
2020-01-29,2020-01-29,00:00:00,316.2676447740353,510.67270545102735,196.32185202469887,-806.2813201748628,83.10285311867527,25.944077838646113,10.0,10.0,86.17936818856937,-60.579901030682834,10.0,10.0
2020-01-30,2020-01-30,00:00:00,312.9799020480672,879.6783561935181,415.0186060132392,-795.8795191745265,87.24236961506534,59.08078863833286,10.0,10.0,102.34126621311792,-58.11876473227289,10.0,10.0
2020-01-31,2020-01-31,00:00:00,485.2962313366188,845.0410403180659,641.5548946171526,-705.6014919151769,104.61685765906334,57.910830570452816,10.0,10.0,111.94006490445341,-47.68052464070375,10.0,10.0
2020-02-01,2020-02-01,00:00:00,nan,nan,628.5134161940482,-748.6992829847126,106.96137239016548,59.49531194897728,10.0,10.0,114.6854017298837,-50.03539581297987,10.0,10.0
2020-02-02,2020-02-02,00:00:00,nan,nan,nan,nan,108.98136974857869,61.18717981853104,10.0,10.0,116.15472175336491,-51.711058872390595,10.0,10.0
2020-02-03,2020-02-03,00:00:00,nan,nan,nan,nan,108.19257737097395,60.76000801658903,10.0,10.0,115.1212375260676,-50.48845335388072,10.0,10.0
2020-02-04,2020-02-04,00:00:00,nan,nan,nan,nan,106.31852428940815,58.94130028438467,10.0,10.0,112.65910312980586,-47.58696588783921,10.0,10.0
2020-02-05,2020-02-05,00:00:00,nan,nan,nan,nan,104.49567308209322,58.54275491035582,10.0,10.0,111.38121538424986,-47.00313618047167,10.0,10.0
2020-02-06,2020-02-06,00:00:00,nan,nan,nan,nan,96.37900082461503,63.51725523850693,10.0,10.0,111.67145961944088,-47.81900463250598,10.0,10.0
2020-02-07,2020-02-07,00:00:00,nan,nan,nan,nan,83.05741022090602,58.56706081252136,10.0,10.0,101.65293757571749,-57.845201413438865,10.0,10.0
2020-02-08,2020-02-08,00:00:00,nan,nan,nan,nan,75.89969124486767,49.44927151338918,10.0,10.0,90.7366277596718,-60.87028228506612,10.0,10.0
2020-02-09,2020-02-09,00:00:00,nan,nan,nan,nan,79.31177975928667,32.660574385297515,10.0,10.0,74.96975876417193,-61.13244627823524,10.0,10.0
2020-02-10,2020-02-10,00:00:00,nan,nan,nan,nan,72.89730429772705,48.586215782882,10.0,10.0,69.71179935001366,0.6317973748581734,10.0,10.0
2020-02-11,2020-02-11,00:00:00,nan,nan,nan,nan,70.79723569077915,51.428060572704524,10.0,10.0,45.293277867436025,57.403220226786026,10.0,10.0
2020-02-12,2020-02-12,00:00:00,nan,nan,nan,nan,54.68164001818342,61.733389365690364,10.0,10.0,36.240261163118355,54.95880817198211,10.0,10.0
2020-02-13,2020-02-13,00:00:00,nan,nan,nan,nan,38.28545464306067,60.50730928061136,10.0,10.0,31.574976064669944,41.53398109752194,10.0,10.0
2020-02-14,2020-02-14,00:00:00,nan,nan,nan,nan,30.58661106547807,58.851219981946315,10.0,10.0,18.508631007797852,26.64693036238158,10.0,10.0
2020-02-15,2020-02-15,00:00:00,nan,nan,nan,nan,356.3163973773164,-32.91650377578599,10.0,10.0,17.727558502154054,26.42449943829252,10.0,10.0
2020-02-16,2020-02-16,00:00:00,nan,nan,nan,nan,354.1154960712024,-31.96026705247216,10.0,10.0,4.4916790677828535,54.4753450804764,10.0,10.0
2020-02-17,2020-02-17,00:00:00,nan,nan,nan,nan,351.35596265116897,-32.03847303719018,10.0,10.0,354.3059862494796,55.56258307248191,10.0,10.0
2020-02-18,2020-02-18,00:00:00,nan,nan,nan,nan,348.63086196325963,-31.99735752438532,10.0,10.0,331.43324709282496,57.77191113474998,10.0,10.0
2020-02-19,2020-02-19,00:00:00,nan,nan,nan,nan,346.83663021932745,-31.911140602174115,10.0,10.0,314.1027091457893,48.029639441607046,10.0,10.0
2020-02-20,2020-02-20,00:00:00,nan,nan,nan,nan,346.31922418841333,-34.84968141374472,10.0,10.0,303.16457516269895,29.18803656685491,10.0,10.0
2020-02-21,2020-02-21,00:00:00,nan,nan,nan,nan,310.2240260630245,-56.28367020169645,10.0,10.0,299.1450572342478,25.8801632415368,10.0,10.0
2020-02-22,2020-02-22,00:00:00,nan,nan,nan,nan,297.59727941927827,1.9005507709226763,10.0,10.0,293.611553143306,23.038515154705077,10.0,10.0
2020-02-23,2020-02-23,00:00:00,nan,nan,nan,nan,292.41652319604407,61.64040507316529,10.0,10.0,287.9845364894285,21.669350176138444,10.0,10.0
2020-02-24,2020-02-24,00:00:00,nan,nan,nan,nan,282.95136872448603,64.82739838481957,10.0,10.0,282.0741527198316,24.37358579728245,10.0,10.0
2020-02-25,2020-02-25,00:00:00,nan,nan,nan,nan,261.34120210157965,2.0040146168399686,10.0,10.0,274.13033824325265,28.581048912521464,10.0,10.0
2020-02-26,2020-02-26,00:00:00,nan,nan,nan,nan,249.17316301845375,2.1548933286661742,10.0,10.0,267.2425862616042,41.39532893327689,10.0,10.0
2020-02-27,2020-02-27,00:00:00,nan,nan,nan,nan,226.5928625830968,-59.347936094150896,10.0,10.0,257.18346110461897,52.964267683394795,10.0,10.0
